Date Time,Slave_Device1_CH1_FLOW m3/h,Slave_Device1_CH2_VELOCITY m/s,Slave_Device1_CH3_Pressure BAR
2023-08-02 04:35:02,3.15,0.05,0.0
2023-08-02 05:24:04,0.0,0.0,1.11
2023-08-02 05:36:05,0.0,0.0,1.11
2023-08-02 05:47:07,0.0,0.0,1.11
2023-08-02 06:02:07,0.0,0.0,1.11
2023-08-02 07:11:11,0.0,0.0,1.09
2023-08-02 07:27:10,0.0,0.0,1.07
2023-08-02 08:03:12,0.0,0.0,1.03
2023-08-02 08:30:14,0.0,0.0,0.99
2023-08-02 08:43:15,0.0,0.0,0.98
2023-08-02 09:24:16,0.0,0.0,0.89
2023-08-02 10:15:21,0.0,0.0,0.94
2023-08-02 10:42:23,0.0,0.0,0.95
2023-08-02 10:56:22,1.66,0.0,0.0
2023-08-02 11:22:22,0.0,0.0,1.09
2023-08-02 11:49:24,0.0,0.0,1.07
2023-08-02 13:14:28,1.84,0.03,1.16
2023-08-02 14:27:34,0.0,0.0,1.19
2023-08-02 14:57:33,0.0,0.0,1.26
2023-08-02 15:09:34,0.0,0.0,1.28
2023-08-02 16:11:37,0.0,0.0,1.32
2023-08-02 17:11:40,0.0,0.0,1.26
2023-08-02 17:44:41,0.0,0.0,1.24
2023-08-03 05:23:06,0.0,0.0,1.12
2023-08-03 07:03:10,0.0,0.0,1.13
2023-08-03 07:32:12,0.0,0.0,1.06
2023-08-03 08:15:14,0.0,0.0,0.97
2023-08-03 08:32:15,0.0,0.0,0.94
2023-08-04 05:22:31,0.0,0.0,0.89
2023-08-04 07:02:36,0.0,0.0,1.09
2023-08-04 07:31:37,0.0,0.0,1.04
2023-08-04 08:15:39,0.0,0.0,0.99
2023-08-04 08:31:41,0.0,0.0,0.97
2023-08-05 05:22:32,0.0,0.0,0.73
2023-08-05 05:50:33,0.0,0.0,0.74
2023-08-05 07:02:37,0.0,0.0,1.15
2023-08-05 07:31:38,0.0,0.0,1.14
2023-08-05 09:30:46,0.0,0.0,0.98
2023-08-05 10:00:46,0.0,0.0,0.97
2023-08-05 10:13:47,0.0,0.0,0.91
2023-08-10 18:10:27,0.0,0.0,0.94
2023-08-10 18:15:12,0.0,0.0,0.94
2023-08-10 18:20:12,0.0,0.0,0.93
2023-08-10 18:25:12,0.0,0.0,0.94
2023-08-10 18:30:13,0.0,0.0,0.94
2023-08-10 18:35:13,0.0,0.0,0.92
2023-08-10 18:40:13,0.0,0.0,0.93
2023-08-10 18:45:24,0.0,0.0,0.92
2023-08-10 18:50:14,0.0,0.0,0.92
2023-08-10 18:55:14,0.0,0.0,0.92
2023-08-10 19:00:14,0.0,0.0,0.91
2023-08-10 19:05:14,0.0,0.0,0.92
2023-08-10 19:10:15,0.0,0.0,0.92
2023-08-10 19:15:15,0.0,0.0,0.87
2023-08-10 19:20:15,0.0,0.0,0.86
2023-08-10 19:25:15,0.0,0.0,0.88
2023-08-10 19:30:16,0.0,0.0,0.89
2023-08-10 19:35:16,0.0,0.0,0.89
2023-08-10 19:40:16,0.0,0.0,0.88
2023-08-10 19:45:20,0.0,0.0,0.87
2023-08-10 19:50:17,0.0,0.0,0.89
2023-08-10 19:55:17,0.0,0.0,0.92
2023-08-10 20:00:17,0.0,0.0,0.92
2023-08-10 20:05:17,0.0,0.0,0.91
2023-08-10 20:10:17,0.0,0.0,0.92
2023-08-10 20:15:18,0.0,0.0,0.9
