Date Time,Slave_Device1_CH1_FLOW m3/h,Slave_Device1_CH2_VELOCITY m/s,Slave_Device1_CH3_Pressure BAR
2023-09-01 00:04:27,0.0,0.0,0.68
2023-09-01 00:09:26,0.0,0.0,0.56
2023-09-01 00:14:27,0.0,0.0,0.47
2023-09-01 00:19:27,0.0,0.0,0.38
2023-09-01 00:24:27,0.0,0.0,0.33
2023-09-01 00:29:27,0.0,0.0,0.28
2023-09-01 00:34:28,0.0,0.0,0.24
2023-09-01 00:39:28,0.0,0.0,0.2
2023-09-01 04:34:40,3.02,0.05,0.66
2023-09-01 04:39:40,0.0,0.0,1.03
2023-09-01 04:44:40,0.0,0.0,1.09
2023-09-01 04:49:40,0.0,0.0,1.09
2023-09-01 04:54:41,0.0,0.0,1.09
2023-09-01 04:59:44,0.0,0.0,1.09
2023-09-01 05:04:41,0.0,0.0,1.09
2023-09-01 05:09:41,0.0,0.0,1.09
2023-09-01 05:14:42,0.0,0.0,1.09
2023-09-01 05:19:42,0.0,0.0,1.09
2023-09-01 05:24:42,0.0,0.0,1.09
2023-09-01 05:29:42,0.0,0.0,1.09
2023-09-01 05:34:43,0.0,0.0,1.1
2023-09-01 05:39:43,0.0,0.0,1.09
2023-09-01 05:44:43,0.0,0.0,1.1
2023-09-01 05:49:43,0.0,0.0,1.09
2023-09-01 05:54:44,0.0,0.0,1.09
2023-09-01 05:59:48,0.0,0.0,1.09
2023-09-01 06:04:44,0.0,0.0,1.09
2023-09-01 06:09:44,0.0,0.0,1.09
2023-09-01 06:14:45,0.0,0.0,1.09
2023-09-01 06:19:45,0.0,0.0,1.07
2023-09-01 06:24:45,0.0,0.0,1.09
2023-09-01 06:29:45,0.0,0.0,1.09
2023-09-01 06:34:46,0.0,0.0,1.07
2023-09-01 06:39:46,0.0,0.0,1.06
2023-09-01 06:44:46,0.0,0.0,1.07
2023-09-01 06:49:46,0.0,0.0,1.06
2023-09-01 06:54:47,0.0,0.0,1.04
2023-09-01 07:00:00,0.0,0.0,1.07
2023-09-01 07:05:00,0.0,0.0,1.06
2023-09-01 07:10:41,0.0,0.0,1.03
2023-09-01 07:14:48,0.0,0.0,1.0
2023-09-01 07:19:48,0.0,0.0,0.98
2023-09-01 07:24:48,0.0,0.0,1.03
2023-09-01 07:29:48,0.0,0.0,1.03
2023-09-01 07:34:49,0.0,0.0,1.01
2023-09-01 07:39:49,0.0,0.0,1.01
2023-09-01 07:44:49,0.0,0.0,1.09
2023-09-01 07:49:50,0.0,0.0,1.04
2023-09-01 07:54:50,0.0,0.0,1.09
2023-09-01 08:00:08,0.0,0.0,1.1
2023-09-01 08:04:50,0.0,0.0,1.06
2023-09-01 08:09:51,0.0,0.0,1.06
2023-09-01 08:15:03,0.0,0.0,1.09
2023-09-01 08:19:51,0.0,0.0,1.06
2023-09-01 08:24:57,1.79,0.03,1.04
2023-09-01 08:29:55,0.0,0.0,1.01
2023-09-01 08:34:58,0.0,0.0,1.03
2023-09-01 08:40:01,0.0,0.0,1.04
2023-09-01 08:44:52,0.0,0.0,1.03
2023-09-01 08:49:53,0.0,0.0,1.04
2023-09-01 08:54:53,0.0,0.0,1.03
2023-09-01 09:00:36,0.0,0.0,1.06
2023-09-01 09:04:53,0.0,0.0,1.04
2023-09-01 09:09:54,0.0,0.0,1.04
2023-09-01 09:14:54,0.0,0.0,0.99
2023-09-01 09:19:54,0.0,0.0,1.01
2023-09-01 09:24:54,0.0,0.0,1.03
2023-09-01 09:29:55,0.0,0.0,0.97
2023-09-01 09:34:55,0.0,0.0,1.01
2023-09-01 09:39:55,0.0,0.0,0.99
2023-09-01 09:44:55,0.0,0.0,1.01
2023-09-01 09:49:56,0.0,0.0,1.0
2023-09-01 09:54:56,0.0,0.0,1.01
2023-09-01 09:59:59,0.0,0.0,1.06
2023-09-01 10:04:56,0.0,0.0,1.07
2023-09-01 10:09:57,0.0,0.0,1.03
2023-09-01 10:14:57,0.0,0.0,1.09
2023-09-01 10:19:57,0.0,0.0,1.06
2023-09-01 10:24:57,0.0,0.0,1.03
2023-09-01 10:29:58,0.0,0.0,1.01
2023-09-01 10:34:58,0.0,0.0,0.99
2023-09-01 10:39:58,0.0,0.0,1.03
2023-09-01 10:44:59,0.0,0.0,1.06
2023-09-01 10:49:59,0.0,0.0,1.06
2023-09-01 10:54:59,0.0,0.0,1.09
2023-09-01 11:00:03,2.09,0.03,1.09
2023-09-01 11:04:59,2.0,0.03,1.12
2023-09-01 11:10:00,0.0,0.0,1.1
2023-09-01 11:15:00,0.0,0.0,1.12
2023-09-01 11:20:00,0.0,0.0,1.06
2023-09-01 11:25:00,0.0,0.0,1.06
2023-09-01 11:30:01,0.0,0.0,1.04
2023-09-01 11:35:01,0.0,0.0,1.06
2023-09-01 11:40:01,0.0,0.0,1.03
2023-09-01 11:45:01,0.0,0.0,1.01
2023-09-01 11:50:02,0.0,0.0,1.04
2023-09-01 11:55:02,0.0,0.0,1.03
2023-09-01 12:00:06,0.0,0.0,1.01
2023-09-01 12:05:02,0.0,0.0,1.0
2023-09-01 12:10:03,0.0,0.0,1.0
2023-09-01 12:15:03,0.0,0.0,1.01
2023-09-01 12:20:03,0.0,0.0,1.01
2023-09-01 12:25:03,0.0,0.0,0.98
2023-09-01 12:30:04,0.0,0.0,0.97
2023-09-01 12:35:04,0.0,0.0,0.98
2023-09-01 12:40:04,0.0,0.0,0.99
2023-09-01 12:45:04,0.0,0.0,1.0
2023-09-01 12:50:05,0.0,0.0,0.99
2023-09-01 12:55:05,0.0,0.0,1.01
2023-09-01 13:00:14,0.0,0.0,1.01
2023-09-01 13:05:05,0.0,0.0,1.01
2023-09-01 13:10:06,0.0,0.0,1.03
2023-09-01 13:15:06,0.0,0.0,1.04
2023-09-01 13:20:06,0.0,0.0,1.04
2023-09-01 13:25:06,0.0,0.0,1.03
2023-09-01 13:30:07,0.0,0.0,1.04
2023-09-01 13:35:07,0.0,0.0,1.01
2023-09-01 13:40:07,0.0,0.0,1.06
2023-09-01 13:45:07,0.0,0.0,1.04
2023-09-01 13:50:08,0.0,0.0,1.03
2023-09-01 13:55:08,0.0,0.0,1.06
2023-09-01 14:00:12,0.0,0.0,1.04
2023-09-01 14:05:10,0.0,0.0,1.09
2023-09-01 14:10:09,0.0,0.0,1.06
2023-09-01 14:15:09,0.0,0.0,1.1
2023-09-01 14:20:09,0.0,0.0,1.07
2023-09-01 14:25:10,0.0,0.0,1.09
2023-09-01 14:30:10,0.0,0.0,1.09
2023-09-01 14:35:10,0.0,0.0,1.07
2023-09-01 14:40:10,0.0,0.0,1.04
2023-09-01 14:45:11,0.0,0.0,1.06
2023-09-01 14:50:11,0.0,0.0,1.07
2023-09-01 14:55:11,0.0,0.0,1.07
2023-09-01 15:00:15,0.0,0.0,1.09
2023-09-01 17:00:21,2.58,0.04,0.4
2023-09-01 17:05:17,0.0,0.0,0.87
2023-09-01 17:10:18,0.0,0.0,0.98
2023-09-01 17:15:18,0.0,0.0,1.01
2023-09-01 17:20:18,0.0,0.0,1.01
2023-09-01 17:25:18,0.0,0.0,1.06
2023-09-01 17:30:19,0.0,0.0,1.07
2023-09-01 17:35:19,0.0,0.0,1.07
2023-09-01 17:40:19,0.0,0.0,1.06
2023-09-01 17:45:19,0.0,0.0,1.1
2023-09-01 17:50:20,0.0,0.0,1.11
2023-09-01 17:55:20,2.03,0.03,1.13
2023-09-01 18:00:24,2.3,0.04,1.13
2023-09-01 18:05:21,0.0,0.0,1.1
2023-09-01 18:10:21,1.78,0.03,1.12
2023-09-01 18:15:21,1.87,0.03,1.13
2023-09-01 18:20:21,0.0,0.0,1.11
2023-09-01 18:25:21,2.19,0.03,1.12
2023-09-01 18:30:22,0.0,0.0,1.11
2023-09-01 18:35:22,0.0,0.0,1.06
2023-09-01 18:40:22,0.0,0.0,1.04
2023-09-01 18:45:22,0.0,0.0,1.04
2023-09-01 18:50:23,0.0,0.0,1.07
2023-09-01 18:55:23,0.0,0.0,1.07
2023-09-01 19:00:27,0.0,0.0,1.09
2023-09-01 19:05:23,0.0,0.0,1.1
2023-09-01 19:10:24,0.0,0.0,1.09
2023-09-01 19:15:24,0.0,0.0,1.1
2023-09-01 19:20:24,0.0,0.0,1.11
2023-09-01 19:25:25,0.0,0.0,1.1
2023-09-01 19:30:25,0.0,0.0,1.09
2023-09-01 19:35:25,0.0,0.0,1.07
2023-09-01 19:40:25,0.0,0.0,1.09
2023-09-01 19:45:25,0.0,0.0,1.07
