Date Time,Slave_Device1_CH1_FLOW m3/h,Slave_Device1_CH2_VELOCITY m/s,Slave_Device1_CH3_Pressure BAR
2023-10-22 18:51:47,0.0,0.0,1.15
2023-10-22 18:56:46,0.0,0.0,1.14
2023-10-22 19:01:46,0.0,0.0,1.16
2023-10-22 19:06:47,0.0,0.0,1.16
2023-10-22 19:11:47,0.0,0.0,1.16
2023-10-22 19:16:47,0.0,0.0,1.18
2023-10-22 19:21:47,0.0,0.0,1.16
2023-10-22 19:26:47,0.0,0.0,1.18
2023-10-22 19:31:48,0.0,0.0,1.18
2023-10-22 19:36:48,0.0,0.0,1.16
2023-10-22 19:42:23,0.0,0.0,1.16
2023-10-22 19:46:55,0.0,0.0,1.17
2023-10-22 19:51:49,0.0,0.0,1.16
2023-10-22 19:57:23,0.0,0.0,1.1
2023-10-22 20:01:49,0.0,0.0,1.12
2023-10-22 20:06:49,0.0,0.0,1.12
2023-10-22 20:11:50,0.0,0.0,1.11
2023-10-22 20:16:50,0.0,0.0,1.12
2023-10-22 20:21:50,0.0,0.0,1.12
2023-10-22 20:26:50,0.0,0.0,1.11
2023-10-22 20:31:51,0.0,0.0,1.1
2023-10-22 20:36:51,0.0,0.0,1.11
2023-10-22 20:41:51,0.0,0.0,1.11
2023-10-22 20:46:55,0.0,0.0,1.11
2023-10-22 20:51:52,0.0,0.0,1.1
2023-10-22 20:56:52,0.0,0.0,1.1
2023-10-22 21:01:52,0.0,0.0,1.11
2023-10-22 21:07:26,0.0,0.0,1.1
2023-10-22 21:11:53,0.0,0.0,1.11
2023-10-22 21:16:53,0.0,0.0,1.13
2023-10-22 21:21:53,0.0,0.0,1.11
2023-10-22 21:26:53,0.0,0.0,1.1
2023-10-22 21:36:54,0.0,0.0,1.12
2023-10-22 21:46:58,0.0,0.0,1.11
2023-10-22 21:51:55,0.0,0.0,1.12
2023-10-22 21:56:55,0.0,0.0,1.13
2023-10-22 22:01:55,0.0,0.0,1.12
2023-10-22 22:06:55,0.0,0.0,1.12
2023-10-22 22:11:56,0.0,0.0,1.12
2023-10-22 22:16:56,0.0,0.0,1.12
2023-10-22 22:22:30,0.0,0.0,1.12
2023-10-22 22:26:57,0.0,0.0,1.12
2023-10-22 22:31:57,0.0,0.0,1.12
2023-10-22 22:36:57,0.0,0.0,1.11
2023-10-22 22:41:57,0.0,0.0,1.11
