Date Time,Slave_Device1_CH1_FLOW m3/h,Slave_Device1_CH2_VELOCITY m/s,Slave_Device1_CH3_Pressure BAR
2023-12-01 00:05:03,0.0,0.0,1.22
2023-12-01 00:19:04,0.0,0.0,0.5
2023-12-01 00:26:04,0.0,0.0,0.42
2023-12-01 00:33:05,0.0,0.0,0.35
2023-12-01 00:43:05,0.0,0.0,0.29
2023-12-01 00:53:06,0.0,0.0,0.24
2023-12-01 01:03:09,0.0,0.0,0.2
2023-12-01 04:17:21,0.0,0.0,0.69
2023-12-01 04:27:22,0.0,0.0,0.92
2023-12-01 04:37:23,0.0,0.0,0.93
2023-12-01 04:47:23,0.0,0.0,0.93
2023-12-01 04:57:23,0.0,0.0,0.93
2023-12-01 05:07:23,0.0,0.0,0.93
2023-12-01 05:17:28,0.0,0.0,0.93
2023-12-01 05:27:24,0.0,0.0,0.92
2023-12-01 05:37:25,0.0,0.0,1.15
2023-12-01 05:47:24,0.0,0.0,1.14
2023-12-01 05:57:26,0.0,0.0,1.15
2023-12-01 06:07:28,0.0,0.0,1.14
2023-12-01 06:17:29,0.0,0.0,1.13
2023-12-01 06:27:27,0.0,0.0,1.15
2023-12-01 06:37:28,0.0,0.0,1.16
2023-12-01 06:47:28,0.0,0.0,1.14
2023-12-01 06:57:29,0.0,0.0,1.15
2023-12-01 07:07:34,0.0,0.0,1.13
2023-12-01 07:17:30,0.0,0.0,1.14
2023-12-01 07:27:30,0.0,0.0,1.13
2023-12-01 07:37:31,0.0,0.0,1.11
2023-12-01 07:47:52,0.0,0.0,1.1
2023-12-01 07:54:33,0.0,0.0,1.1
2023-12-01 08:00:39,0.0,0.0,1.09
2023-12-01 08:05:32,1.87,0.03,1.09
2023-12-01 08:10:32,1.72,0.0,1.09
2023-12-01 08:15:36,0.0,0.0,1.07
2023-12-01 08:20:32,1.66,0.03,1.09
2023-12-01 08:25:33,1.84,0.03,1.09
2023-12-01 08:30:33,0.0,0.0,1.07
2023-12-01 08:35:33,1.67,0.03,1.11
2023-12-01 08:40:34,1.94,0.03,1.14
2023-12-01 08:45:36,3.03,0.05,1.16
2023-12-01 08:50:35,0.0,0.0,1.09
